date,time,air_pressure,air_temperature,dew_point_temperature,relative_humidity,wind_speed,wind_speed_of_gust,wind_to_direction
2015-11-15,11:35:00,1035.19,23.25,-999,75.45,11.481,14.27,75.091
2015-11-15,12:05:00,1035.37,23.08,-999,75.06,11.77,14.277,75.465
2015-11-15,12:35:00,1035.27,23,-999,75.21,12.053,14.377,76.429
2015-11-15,13:05:00,1035.58,23.25,-999,74.55,11.49,14.147,76.181
2015-11-15,13:35:00,1035.89,23.42,-999,73.76,11.126,13.973,76.669
2015-11-15,14:05:00,1036.1,23.67,-999,72.77,11.384,14.413,75.828
2015-11-15,14:35:00,1036.31,23.72,-999,72.87,10.894,13.407,77.164
2015-11-15,15:05:00,1036.48,23.78,-999,71.77,10.897,13.6,81.431
2015-11-15,15:35:00,1036.43,24.01,-999,72.24,10.059,13.243,82.212
2015-11-15,16:05:00,1036.48,24.22,-999,72.16,9.383,11.923,83.012
2015-11-15,16:35:00,1036.27,24.65,-999,71.68,9.338,11.983,89.932
2015-11-15,17:05:00,1035.73,24.86,-999,70.77,9.682,11.687,90.021
2015-11-15,17:35:00,1035.38,24.89,-999,71.16,9.406,11.687,89.374
2015-11-15,18:05:00,1035.21,24.94,-999,70.87,9.147,11.34,87.125
2015-11-15,18:35:00,1034.9,25.22,-999,70,9.132,11.103,92.21
2015-11-15,19:05:00,1034.45,25.33,-999,69.99,8.445,10.413,84.762
2015-11-15,19:35:00,1034.4,25.41,-999,69.7,8.892,10.77,85.23
2015-11-15,20:05:00,1034.49,25.44,-999,69.27,8.359,10.097,83.138
2015-11-15,20:35:00,1034.22,25.42,-999,69.56,9.824,11.99,93.405
2015-11-15,21:05:00,1034.04,25.47,-999,69.18,9.685,12.243,92.887
2015-11-15,21:35:00,1034.18,25.39,-999,70.1,9.97,12.193,88.606
2015-11-15,22:05:00,1034.39,25.33,-999,69.9,9.529,12.373,89.579
2015-11-15,22:35:00,1034.63,25.22,-999,69.49,9.545,11.52,81.821
2015-11-15,23:05:00,1034.51,25.12,-999,69.63,9.649,11.713,82.553
2015-11-15,23:35:00,1034.75,24.98,-999,69.59,10.074,12.133,80.804
2015-11-16,00:05:00,1035.07,24.93,-999,69.68,9.261,11.46,83.715
2015-11-16,00:35:00,1035.21,24.88,-999,71.04,9.256,11.35,84.872
2015-11-16,01:05:00,1035.21,24.81,-999,71.21,9.599,12.077,83.771
2015-11-16,01:35:00,1034.94,24.72,-999,71.56,10.26,12.463,82.341
2015-11-16,05:05:00,1034.66,24.38,-999,74.76,8.877,10.933,80.481
2015-11-16,05:35:00,1034.69,24.31,-999,74.02,8.759,11.553,76.357
2015-11-16,06:05:00,1034.61,24.08,-999,74.85,8.299,10.637,80.587
2015-11-16,06:35:00,1034.39,24.11,-999,75.43,8.222,10.043,83.504
2015-11-16,07:05:00,1034.04,24.1,-999,75.73,8.79,11.087,93.649
2015-11-16,07:35:00,1033.93,24.14,-999,76.14,8.473,10.607,98.413
2015-11-16,08:05:00,1033.58,24.47,-999,76.18,8.5,11.28,103.216
2015-11-16,08:35:00,1033.45,24.48,-999,75.64,8.904,10.503,100.46
2015-11-16,09:05:00,1033.45,24.37,-999,76.67,8.397,10.32,103.794
2015-11-16,09:35:00,1033.45,24.27,-999,76.52,7.927,9.333,95.16
2015-11-16,10:05:00,1033.38,23.93,-999,79.77,7.654,9.567,94.091
2015-11-16,10:35:00,1033.46,24.11,-999,76.86,7.361,9.083,94.029
2015-11-16,11:05:00,1033.53,24.16,-999,76.89,7.657,9.263,94.652
2015-11-16,11:35:00,1033.9,24.09,-999,76.88,7.205,8.9,100.967
2015-11-16,12:05:00,1033.97,24.24,-999,76.24,7.419,9.143,100.138
2015-11-16,12:35:00,1034.38,24.52,-999,74.67,7.021,8.637,85.488
2015-11-16,13:05:00,1034.61,24.62,-999,73.48,6.801,8.473,87.007
2015-11-16,13:35:00,1034.82,24.62,-999,73.23,6.553,8.097,90.905
2015-11-16,14:05:00,1034.8,24.69,-999,74.52,6.574,8.29,89.775
2015-11-16,14:35:00,1034.92,24.79,-999,74.38,7.178,8.8,98.813
2015-11-16,15:05:00,1034.9,24.89,-999,74.18,7.324,9.143,96.418
2015-11-16,15:35:00,1034.59,24.93,-999,74.37,7.331,8.8,99.258
2015-11-16,16:05:00,1034.51,25.29,-999,74.39,6.857,8.58,97.011
2015-11-16,16:35:00,1034.27,25.67,-999,72.46,7.098,8.82,106.085
2015-11-16,17:05:00,1033.88,25.94,-999,70.67,6.909,8.203,104.492
2015-11-16,17:35:00,1033.52,26.12,-999,69.78,6.051,7.373,103.244
2015-11-16,18:05:00,1032.93,26.29,-999,69.36,5.608,6.897,98.899
2015-11-16,18:35:00,1032.63,26.37,-999,69.42,4.239,5.36,97.268
2015-11-16,19:05:00,1032.37,26.55,-999,68.24,4.245,5.053,93.748
2015-11-16,19:35:00,1032.08,26.71,-999,69.48,3.35,4.333,86.545
2015-11-16,20:05:00,1031.95,26.84,-999,69.14,3.136,3.94,77.204
2015-11-16,20:35:00,1031.63,26.98,-999,70.42,3.269,4.223,69.116
2015-11-16,21:05:00,1031.63,27.22,-999,65.87,4.207,4.907,86.133
2015-11-16,21:35:00,1031.41,27.18,-999,67.2,3.898,4.657,78.011
2015-11-16,22:05:00,1031.37,27.13,-999,70.2,3.51,4.557,82.305
2015-11-16,22:35:00,1031.18,27.04,-999,70.31,4.42,5.44,79.49
2015-11-16,23:05:00,1031.12,26.99,-999,70.07,5.12,7.313,94.01
2015-11-16,23:35:00,1031.51,26.96,-999,70.16,5.932,7.297,91.001
2015-11-17,00:05:00,1031.64,26.86,-999,69.66,6.959,8.597,95.205
2015-11-17,00:35:00,1031.58,26.64,-999,70.31,7.856,9.477,96.161
2015-11-17,01:05:00,1031.9,26.39,-999,71.08,7.32,8.703,88.473
2015-11-17,01:35:00,1032.01,26.29,-999,71.2,8.546,10.41,96.929
2015-11-17,05:05:00,1031.59,24.65,-999,81.05,9.918,12.37,87.883
2015-11-17,05:35:00,1031.32,24.56,-999,80.72,9.684,12.067,98.383
2015-11-17,06:05:00,1031.2,24.3,-999,82.89,9.499,11.743,102.024
2015-11-17,06:35:00,1030.88,23.96,-999,84.72,9.178,11.19,103.717
2015-11-17,07:05:00,1030.61,23.95,-999,86.11,8.481,9.917,105.535
2015-11-17,07:35:00,1030.37,23.72,-999,87.28,9.277,11.793,96.424
2015-11-17,08:05:00,1030.2,23.9,-999,86.78,8.046,9.873,93.223
2015-11-17,08:35:00,1029.92,23.9,-999,86.27,7.646,9.113,93.669
2015-11-17,09:05:00,1029.77,23.93,-999,87.4,7.923,9.617,94.755
2015-11-17,09:35:00,1029.83,23.71,-999,87.91,8.02,9.943,91.585
2015-11-17,10:05:00,1029.79,23.79,-999,88.4,8.413,10.267,95.465
2015-11-17,10:35:00,1030,23.78,-999,88.54,9.064,10.947,97.668
2015-11-17,11:05:00,1030.17,23.92,-999,88.13,9.273,11.307,97.987
2015-11-17,11:35:00,1030.46,23.95,-999,89.05,8.558,11.04,96.832
2015-11-17,12:05:00,1030.56,24.04,-999,89.3,8.971,11.013,94.899
2015-11-17,12:35:00,1030.77,24.09,-999,88.4,9.17,10.877,97.608
2015-11-17,13:05:00,1030.93,24.37,-999,87.54,8.929,10.637,91.885
2015-11-17,13:35:00,1031.16,24.3,-999,87.17,8.949,10.777,94.752
2015-11-17,14:05:00,1031.26,24.69,-999,86.18,9.345,11.197,97.889
2015-11-17,14:35:00,1031.58,24.77,-999,85.13,9.152,10.96,105.583
2015-11-17,15:05:00,1031.47,24.95,-999,84.57,8.952,10.737,109.446
2015-11-17,15:35:00,1031.39,25.13,-999,83.34,8.555,10.367,112.211
2015-11-17,16:05:00,1030.98,25.47,-999,81.55,8.781,10.77,114.442
2015-11-17,16:35:00,1030.36,25.9,-999,79.57,8.827,10.647,118.075
2015-11-17,17:05:00,1029.83,26.27,-999,78.41,7.853,9.483,122.906
2015-11-17,17:35:00,1029.49,26.4,-999,77.85,7.421,8.863,119.255
2015-11-17,18:05:00,1029.09,26.51,-999,78.35,7.061,8.673,118.215
2015-11-17,18:35:00,1028.76,26.87,-999,77.58,6.906,8.39,124.731
2015-11-17,19:05:00,1028.34,27.03,-999,77.21,6.458,8.193,124.609
2015-11-17,19:35:00,1028.32,27.17,-999,77.49,5.321,6.257,118.542
2015-11-17,20:05:00,1028.35,27.45,-999,76.93,6.001,7.087,125.132
2015-11-17,20:35:00,1028.44,27.49,-999,76.99,6.358,8.153,120.887
2015-11-17,21:05:00,1028.35,27.56,-999,74.58,6.654,8.887,114.412
2015-11-17,21:35:00,1028.46,27.55,-999,75.99,6.115,7.383,113.875
2015-11-17,22:05:00,1028.49,27.46,-999,74.17,8.113,10.267,120.54
2015-11-17,22:35:00,1028.61,27.12,-999,76.61,6.285,7.62,116.226
2015-11-17,23:05:00,1028.73,27.02,-999,77.06,6.292,8.127,107.342
2015-11-17,23:35:00,1028.9,26.93,-999,77.09,6.686,8.043,100.066
2015-11-18,00:05:00,1029.33,26.99,-999,75.35,7.533,9.343,103.505
2015-11-18,00:35:00,1029.62,27.01,-999,72.94,9.617,13.533,111.646
2015-11-18,01:05:00,1029.78,26.13,-999,78.42,8.339,10.327,108.676
2015-11-18,01:35:00,1029.83,26.35,-999,77.15,8.807,10.8,111.159
2015-11-18,02:05:00,1029.78,26.29,-999,76.97,9.409,11.823,112.121
2015-11-18,02:35:00,1029.89,26.1,-999,78.23,10.622,13.437,117.232
2015-11-18,05:05:00,1030.03,25.39,-999,84.55,9.446,11.333,118.018
2015-11-18,05:35:00,1029.82,25.28,-999,84.8,9.291,11.51,112.045
2015-11-18,06:05:00,1029.39,25.22,-999,85.45,9.88,11.927,117.143
2015-11-18,06:35:00,1029.23,25.13,-999,86.03,9.683,11.3,114.745
2015-11-18,07:05:00,1029.07,25.12,-999,85.83,9.603,12.27,116.779
2015-11-18,07:35:00,1028.88,25.11,-999,86.27,9.847,12.66,117.862
2015-11-18,08:05:00,1028.87,25.08,-999,85.75,10.008,11.95,117.218
2015-11-18,08:35:00,1028.81,25.03,-999,86.15,9.865,12.34,115.771
2015-11-18,09:05:00,1028.81,25.05,-999,85.49,9.931,11.79,118.496
2015-11-18,09:35:00,1028.81,25.26,-999,85.72,9.569,11.76,118.42
2015-11-18,10:05:00,1028.87,25.13,-999,85.68,10.583,12.943,117.144
2015-11-18,10:35:00,1029,25.19,-999,86.43,10.197,12.797,120.457
2015-11-18,11:05:00,1029.44,25.16,-999,86.92,10.328,12.307,120.336
2015-11-18,11:35:00,1029.81,25.1,-999,87.65,9.51,11.967,123.125
2015-11-18,12:05:00,1029.92,25.15,-999,88.41,9.185,11.04,123.678
2015-11-18,12:35:00,1030.06,25.15,-999,87.97,8.816,10.973,125.872
2015-11-18,13:05:00,1030.05,25.41,-999,87.5,8.687,11.273,124.498
2015-11-18,13:35:00,1029.99,25.5,-999,87.3,9.29,12.047,131.22
2015-11-18,15:05:00,1029.93,25.94,-999,86.43,9.79,11.857,129.913
2015-11-18,15:35:00,1029.57,26.16,-999,85.47,10.374,12.933,134.949
2015-11-18,16:05:00,1029.32,26.25,-999,84.94,10.359,12.977,135.332
2015-11-18,16:35:00,1029.32,26.37,-999,85.01,9.248,11.57,140.686
2015-11-18,17:05:00,1028.93,26.57,-999,84.42,9.205,11.673,139.771
2015-11-18,17:35:00,1028.73,26.86,-999,83.34,7.839,10.457,143.277
2015-11-18,18:05:00,1028.52,27.05,-999,80.88,8.805,11.34,147.428
2015-11-18,18:35:00,1028.34,27.09,-999,80.84,8.123,10.403,148.204
2015-11-18,19:05:00,1028.31,27.22,-999,81.32,6.916,8.213,151.966
2015-11-18,19:35:00,1028.2,27.17,-999,81.95,6.195,7.537,157.333
2015-11-18,20:05:00,1028.09,27.23,-999,82.31,5.976,7.467,163.783
2015-11-18,20:35:00,1028.02,27.17,-999,83.33,5.712,7.017,167.728
2015-11-18,21:05:00,1027.95,27.09,-999,83.22,6.378,7.873,166.71
2015-11-18,21:35:00,1027.89,27.28,-999,81.77,6.633,8.157,167.711
2015-11-18,22:05:00,1028.05,27.22,-999,82.75,6.662,8.43,171.591
2015-11-18,22:35:00,1028.3,27.19,-999,83.1,6.892,8.917,178.083
2015-11-18,23:05:00,1028.5,27.14,-999,84.24,6.729,8.23,185.588
2015-11-18,23:35:00,1028.92,27.07,-999,85.41,5.968,7.53,187.435
2015-11-19,00:05:00,1029.29,27.09,-999,85.36,5.461,7.08,181.185
2015-11-19,00:35:00,1029.29,27.15,-999,85.28,5.473,6.497,176.435
2015-11-19,05:05:00,1029.48,26.76,-999,86.89,6.861,8.64,145.971
2015-11-19,05:35:00,1029.46,26.64,-999,86.4,7.177,8.97,135.521
2015-11-19,06:05:00,1029.35,26.61,-999,85.83,8.267,10.367,140.056
2015-11-19,06:35:00,1029.44,26.47,-999,86.77,7.33,9.353,141.029
2015-11-19,07:05:00,1029.18,26.28,-999,88.04,8.569,10.467,141.636
2015-11-19,07:35:00,1028.88,26.14,-999,88.88,9.186,11.923,142.468
2015-11-19,08:05:00,1028.86,26.05,-999,89.17,9.575,12.003,144.819
2015-11-19,08:35:00,1028.76,26.1,-999,89.78,9.22,11.363,145.924
2015-11-19,09:05:00,1028.98,26.03,-999,90.12,8.425,10.89,146.448
2015-11-19,09:35:00,1029.35,26.09,-999,90.9,7.922,9.693,152.069
2015-11-19,10:05:00,1029.58,26.05,-999,90.66,7.84,9.573,152.828
2015-11-19,10:35:00,1029.82,26.16,-999,90.57,6.939,8.877,152.933
2015-11-19,11:05:00,1030.19,26.23,-999,90.65,6.529,8,156.475
2015-11-19,11:35:00,1030.47,26.25,-999,90.67,6.13,7.357,157.387
2015-11-19,12:05:00,1030.69,26.36,-999,89.48,6.952,8.343,161.137
2015-11-19,12:35:00,1030.87,26.48,-999,88.86,6.619,8.067,156.068
2015-11-19,13:05:00,1030.91,26.51,-999,88.02,7.645,8.907,151.179
2015-11-19,13:35:00,1031.09,26.6,-999,88.11,7.097,8.96,152.251
2015-11-19,14:05:00,1031.29,26.49,-999,88.92,6.659,8.203,156.062
2015-11-19,14:35:00,1031.69,26.5,-999,89.11,5.845,6.94,153.588
2015-11-19,15:05:00,1031.75,26.46,-999,89.5,5.041,6.64,146.769
2015-11-19,15:35:00,1031.69,26.45,-999,89.93,5.826,7.173,150.376
2015-11-19,16:05:00,1031.6,26.51,-999,90.12,6.256,7.157,152.298
2015-11-19,16:35:00,1031.25,26.54,-999,89.79,5.664,6.743,141.347
2015-11-19,17:05:00,1030.96,26.28,-999,91.19,5.603,6.567,145.401
2015-11-19,17:35:00,1030.59,26.37,-999,91.05,4.977,6.23,147.909
2015-11-19,18:05:00,1030.3,26.31,-999,91.36,5.189,6.223,157.04
2015-11-19,18:35:00,1029.72,26.19,-999,91.72,5.752,6.977,150.879
2015-11-19,19:05:00,1029.71,26.23,-999,91.65,5.239,6.663,161.594
2015-11-19,19:35:00,1029.49,26.29,-999,91.48,4.644,5.63,165.99
2015-11-19,20:05:00,1029.57,26.31,-999,91.45,4.1,5.747,166.283
2015-11-19,20:35:00,1029.45,26.3,-999,91.36,4.435,5.19,162.089
2015-11-19,21:05:00,1029.29,26.33,-999,91.57,4.788,5.863,154.032
2015-11-19,21:35:00,1029.63,26.38,-999,91.19,3.907,4.867,161.032
2015-11-19,22:05:00,1030.17,25.56,-999,90.64,3.83,7.967,253.972
2015-11-19,22:35:00,1030.7,24,-999,93.34,5.829,8.11,349.441
2015-11-19,23:05:00,1030.68,23.8,-999,94.58,6.425,7.727,344.23
2015-11-19,23:35:00,1031.11,23.31,-999,94.87,5.679,6.63,18.309
2015-11-20,00:05:00,1030.84,24.03,-999,90.99,4.857,6.183,102.312
2015-11-20,00:35:00,1030.63,25.32,-999,80.93,2.964,5.457,97.936
2015-11-20,03:05:00,1030.47,25.96,-999,82.45,4.66,5.747,126.781
2015-11-20,03:35:00,1030.93,25.89,-999,83.18,3.131,3.893,104.988
2015-11-20,04:05:00,1030.79,25.6,-999,88.04,4.895,6.003,82.337
2015-11-20,04:35:00,1030.38,25.47,-999,91.63,5.607,7.06,102.19
2015-11-20,05:05:00,1031.02,25.39,-999,91.43,3.14,4.63,63.725
2015-11-20,05:35:00,1030.71,25.27,-999,91.01,4.071,5.25,58.918
2015-11-20,07:05:00,1030.36,25.07,-999,87.66,5.282,6.62,43.716
2015-11-20,07:35:00,1030,24.98,-999,90.41,6.048,7.33,39.081
2015-11-20,08:05:00,1029.82,25.08,-999,90.83,4.649,5.637,51.993
2015-11-20,08:35:00,1029.78,25.08,-999,89.38,3.778,4.567,71.284
2015-11-20,10:05:00,1029.55,25.38,-999,87.58,3.419,4.26,33.253
2015-11-20,10:35:00,1029.79,25.36,-999,87.65,3.423,4.29,41.416
2015-11-20,11:05:00,1029.82,25.15,-999,88.83,5.896,7.21,35.375
2015-11-20,11:35:00,1030.02,25.15,-999,88.72,6.086,7.497,39.179
2015-11-20,12:05:00,1030.36,24.86,-999,90.21,6.425,7.943,43.137
2015-11-20,12:35:00,1030.49,24.7,-999,89.73,6.632,8.507,50.421
2015-11-20,13:05:00,1030.85,24.62,-999,89.58,5.923,7.273,66.4
2015-11-20,13:35:00,1030.89,24.45,-999,90.31,6.409,7.797,68.064
2015-11-20,14:05:00,1031.12,24.02,-999,91.18,6.634,8.007,65.009
2015-11-20,14:35:00,1031.16,23.78,-999,91.89,6.272,8.107,64.17
2015-11-20,15:05:00,1031.16,23.85,-999,91.09,6.664,8.787,73.62
2015-11-20,15:35:00,1031.16,23.96,-999,89.78,7.006,8.533,80.304
2015-11-20,16:05:00,1030.91,24.11,-999,89.34,6.717,8.413,64.883
2015-11-20,16:35:00,1030.71,24.15,-999,88.28,7.131,8.84,70.036
2015-11-20,17:05:00,1030.35,24.35,-999,87.54,6.854,8.383,71.135
2015-11-20,17:35:00,1030.1,24.56,-999,87.42,6.122,7.287,64.796
2015-11-20,18:05:00,1029.72,24.65,-999,87.3,5.987,7.547,64.049
2015-11-20,18:35:00,1029.52,24.74,-999,85.11,4.82,6.03,57.298
2015-11-20,19:05:00,1029.28,24.87,-999,83.1,4.819,5.66,39.697
2015-11-20,19:35:00,1028.91,24.93,-999,82.89,5.056,6.077,42
2015-11-20,20:05:00,1028.8,25.34,-999,81.99,5.714,7.203,43.743
2015-11-20,20:35:00,1028.42,25.15,-999,84.82,6.326,7.437,35.197
2015-11-20,22:05:00,1028.44,25.62,-999,81.04,6.993,8.507,31.945
2015-11-20,22:35:00,1028.64,25.79,-999,80.29,7.022,8.64,38.783
2015-11-20,23:05:00,1028.91,25.88,-999,79.63,6.999,8.153,40.58
2015-11-20,23:35:00,1029.21,26.04,-999,79.07,6.6,7.773,43.4
2015-11-21,05:05:00,1029.35,25.06,-999,83.57,8.229,9.853,94.578
2015-11-21,05:35:00,1028.91,24.86,-999,83.73,8.402,9.877,104.637
2015-11-21,06:05:00,1028.64,24.78,-999,85.11,7.463,8.97,102.892
2015-11-21,06:35:00,1028.48,24.6,-999,85.51,7.095,8.583,91.715
2015-11-21,07:05:00,1028.29,24.48,-999,85.38,7.206,8.6,94.715
2015-11-21,07:35:00,1028.14,24.36,-999,86.03,6.998,8.557,91.164
2015-11-21,08:05:00,1028.21,24.38,-999,86.1,6.3,7.747,95.536
2015-11-21,08:35:00,1028.07,24.23,-999,86.8,6.102,7.283,95.561
2015-11-21,09:05:00,1028.02,24.2,-999,87.36,5.731,7.053,89.648
2015-11-21,09:35:00,1028.07,24.36,-999,88.18,4.887,6.173,93.735
2015-11-21,10:05:00,1028.21,24.39,-999,88.5,4.482,5.457,84.605
2015-11-21,10:35:00,1027.93,24.25,-999,88.54,4.863,5.88,91.743
2015-11-21,11:05:00,1027.94,24.2,-999,89.01,5.53,6.893,80.062
2015-11-21,11:35:00,1028.02,24.13,-999,89.64,5.618,7.58,82.783
2015-11-21,12:05:00,1028.23,24.18,-999,90.06,5.892,6.92,69.288
2015-11-21,12:35:00,1028.54,24.21,-999,90.29,6.097,7.533,72.974
2015-11-21,13:05:00,1028.88,24.37,-999,90.57,5.503,6.823,99.367
2015-11-21,13:35:00,1029.39,24.45,-999,90.36,5.107,6.52,98.874
2015-11-21,14:05:00,1029.62,24.57,-999,90.34,5.042,6.003,103.341
2015-11-21,14:35:00,1029.67,24.67,-999,90.35,5.218,6.41,117.034
2015-11-21,15:05:00,1029.82,24.68,-999,90.28,4.341,5.243,106.083
2015-11-21,15:35:00,1029.71,24.69,-999,90.29,4.311,5.56,104.934
2015-11-21,16:05:00,1029.42,24.68,-999,90.47,4.251,5.027,115.918
2015-11-21,16:35:00,1029.15,24.83,-999,90.14,4.089,5.043,126.88
2015-11-21,17:05:00,1028.87,24.87,-999,89.59,3.343,4.317,137.371
2015-11-21,17:35:00,1028.44,25.02,-999,88.99,3.594,4.577,136.018
2015-11-21,18:05:00,1028.13,25.08,-999,87.69,3.739,4.683,144.517
2015-11-21,18:35:00,1027.93,25.09,-999,87.14,2.334,3.243,148.782
2015-11-21,19:05:00,1027.54,25.09,-999,87.36,1.874,2.833,145.348
2015-11-21,19:35:00,1027.27,25.11,-999,86.99,1.299,1.857,71.207
2015-11-21,20:05:00,1027,25.11,-999,87.69,2.303,3.31,38.364
2015-11-21,20:35:00,1026.59,24.98,-999,87.59,2.654,3.523,31.968
2015-11-21,21:05:00,1026.26,25.02,-999,88.3,3.119,3.873,39.57
2015-11-21,21:35:00,1026.33,24.75,-999,89.64,2.668,3.51,76.78
2015-11-21,22:05:00,1026.6,24.81,-999,89.36,2.573,3.25,96.558
2015-11-21,22:35:00,1026.6,24.85,-999,89.67,2.982,4.423,131.889
2015-11-21,23:05:00,1026.6,25.1,-999,87.11,2.903,3.823,133.259
2015-11-21,23:35:00,1026.46,25.14,-999,86.64,2.11,2.807,132.963
2015-11-22,00:05:00,1026.73,25.19,-999,86.19,1.071,1.613,221.044
2015-11-22,00:35:00,1026.86,25.27,-999,86.1,1.382,1.863,309.854
2015-11-22,01:05:00,1027.13,25.12,-999,87.28,1.86,2.497,36.508
2015-11-22,01:35:00,1027.13,24.93,-999,87.57,2.083,3.127,35.197
2015-11-22,05:05:00,1026.62,24,-999,85.1,1.71,2.577,355.407
2015-11-22,05:35:00,1026.52,24.12,-999,83.99,1.824,2.543,19.116
2015-11-22,06:05:00,1026.21,24.48,-999,80.42,1.824,2.543,19.116
2015-11-22,06:35:00,1026.11,24.54,-999,81.6,2.372,3.047,11.074
2015-11-22,07:05:00,1025.64,24.56,-999,81.83,3.07,0,44.2
2015-11-22,07:35:00,1025.52,24.24,-999,85.25,3.582,4.67,74.396
2015-11-22,08:05:00,1025.31,24.19,-999,85.98,2.591,3.65,88.883
